o_n,o_d,a_n,a_d,period
6275,3323,20716,42773,119890
48057,15845,57549,23473,245735
79436,43681,21211,12662,61600
99428,57671,29783,15322,77763
5269,5464,23189,37008,58049
45863,23210,9681,6358,31693
3636,96617,76181,16815,3499
36854,83179,17579,97854,51145
41431,21803,44660,6249,96739
41799,31498,25444,24727,66579
1413,868,26667,30995,93867
86806,80283,22305,91043,122558
19261,19582,9361,20310,29185
21499,67010,33066,6485,12689
19380,10747,58846,96993,281023
31128,57359,46184,10717,30879
506,349,3290,7201,15211
3889,12684,99581,35838,41521
16743,5921,58753,39007,276439
994,15543,913,210,72
35815,1386,6085,3811,255718
43536,39377,5857,28951,38484
55079,44725,33291,19868,65465
54817,28545,94,19325,37292
28196,22915,80933,85969,205366
21448,21237,87761,70717,160052
59461,34011,10375,6946,30282
10478,8399,34181,29440,79369
42469,86860,92791,26257,58206
1111,648,2619,19810,38455
68020,34629,70955,75162,287010
183,182,26406,8125,34721
3447,6905,8639,13048,10826
83237,58987,31219,46658,109893
26661,32410,1384,199,1302
54679,91850,34991,32236,40021
32558,53283,1291,9273,6455
20954,55709,1678,74367,28603
57543,14809,62357,58816,470840
515,12256,71459,17433,3735
42194,4761,17059,9223,232923
11899,14115,8473,37171,38478
5101,3558,72061,28289,143869
6070,7637,22382,22907,35996
4251,4330,1822,3161,4892
280,467,5820,7541,8011
20199,17272,32263,69589,119112
16941,89009,4826,58145,11985
905,453,11306,11971,46503
16213,15342,29649,58417,93066
31791,16648,63633,98452,309517
17769,92585,16283,19566,6881
8087,7601,1186,24697,27538
17251,18743,87078,96943,169373
21069,20624,22207,3350,26109
3589,4526,8272,90473,78302
10009,5128,14633,23230,73903
28582,24167,27055,9008,42651
15142,14423,42694,5363,50453
21412,10139,86387,65872,321547
15497,10083,25036,55383,123599
35739,19948,581,1984,4595
12185,6199,19846,76751,189875
8447,172,17388,97277,5631251
66153,78409,45734,40441,72705
6482,40735,56172,61079,18658
5635,11751,83149,93765,84836
63719,81967,80229,47179,99043
69542,88817,34765,33867,53738
29495,31327,18617,24263,40373
39731,52782,8081,1576,7269
3194,3377,3503,14122,16670
16717,13550,51412,16785,84137
35371,98783,24996,21865,16780
47211,72205,33058,66531,65116
9411,6790,5209,1153,8818
50113,39450,17677,29688,60167
94393,40460,62393,86013,346230
14382,29225,5720,14571,9985
26220,14321,96017,19645,211763
6203,4063,25141,41066,101078
92531,49608,24221,11329,66310
16587,48788,26034,14933,13928
2110,4481,29889,74513,49161
23758,7319,16399,81697,318427
12368,7053,26667,35969,109837
6817,3765,69484,38291,195140
9525,43867,34102,91875,27354
6304,4271,38455,34819,108152
31829,17005,58149,39355,182503
46823,621,35945,5686,3138950
4467,10265,32827,64009,42140
79770,53941,10769,8851,29015
4241,45020,87911,24900,10627
7482,79811,24035,49949,6936
13054,1519,13755,18923,280828
59273,12971,1370,23149,112043
44186,5331,5839,2978,73080
47374,36349,48537,56695,137150
28233,8182,2656,25691,97814
11203,16209,49041,63158,77548
8359,4245,64497,3524,133943
38215,22082,31362,78655,190394
72782,52509,6968,28467,49116
8095,93732,92311,33761,10888
12427,6169,4955,33377,77217
38165,24927,42145,43789,131571
8173,4104,19454,21975,82505
71231,73251,24751,15673,39309
20765,30628,85446,41017,85739
25120,9217,88142,1317,243812
39969,20969,82082,28317,210432
71842,43817,83692,76703,262982
11170,7787,30733,7953,55493
19541,34828,95473,94541,106612
21304,13085,21604,30775,85279
94103,13742,47999,24747,498153
30394,16585,16012,20481,66877
43397,44692,3210,32467,34643
66368,43149,97759,96619,298975
16955,11238,48891,5809,82527
31791,11357,22403,2862,70723
7415,10173,43787,28968,53030
22474,18415,14489,24342,47390
46969,32750,43161,15722,84448
1416,11837,50858,65973,13976
57324,41909,86333,31045,160552
16023,11177,21043,18468,56642
32679,19199,18895,9577,48463
39722,26277,6713,905,11516
10789,8986,90979,40764,158177
48875,14839,41213,56023,320265
69847,88916,51721,77742,101698
23771,1718,28993,727,411219
64018,92235,26606,17227,30423
15305,15039,3697,23149,27321
7325,6932,40847,31344,76284
19611,21875,41455,65814,96167
20845,11519,27495,31783,107271
10943,9218,10943,2745,16249
9206,5059,17049,36940,98245
8742,4469,52081,463,102783
37201,44348,13319,18650,26817
3368,693,96555,3796,487709
2149,158,9992,42107,708612
40663,9365,11181,14240,110379
60570,72373,23791,13241,30993
26843,20250,62835,82763,193001
1459,1114,9624,9271,24747
2575,2484,18752,63891,85670
4271,5076,18961,46513,55090
66185,31547,8681,9400,37934
84425,42626,28079,15094,85509
2335,81,6439,32294,1116563
79262,51551,25559,33607,90971
23079,2902,2648,86413,708283
95167,88168,9474,10967,22064
60381,21124,16089,16169,92206
28588,14683,23351,7899,60844
91367,59036,82372,42727,193609
13674,8581,5288,90111,152020
24283,17897,48973,9737,79659
24626,40375,14600,11393,15854
8491,5755,46151,88727,199000
78481,32036,38539,65662,255269
94280,7461,20979,41294,786905
8693,12699,81063,38662,81957
24653,16457,53534,61753,172703
17987,5986,82645,2312,255283
45400,24547,26795,2974,55058
61766,60975,84061,4191,89397
27131,46091,2837,14589,10257
49,9084,29256,47239,412
37927,95822,2376,11543,5509
3101,1574,23673,10978,68268
35936,44549,34087,8869,34651
47487,18268,46817,3241,130124
10559,4351,81611,87500,410398
42922,22147,26575,4643,60502
89730,43421,22081,75834,202342
51481,18281,26893,92153,335245
64477,8476,737,17002,134941
57268,39225,27173,85447,164424
906,75013,15924,16399,391
74027,10940,8791,40258,331897
23823,27476,57213,58544,100367
22922,17805,3193,20251,30181
11921,58315,47015,29662,15675
723,11045,64178,67931,8648
8059,8539,19456,24923,41885
34214,17945,96201,64552,306493
28201,30004,8849,25482,32268
89623,48775,28711,24518,97807
32509,31392,75731,21856,101059
1613,10789,18662,16161,5207
4249,3999,37510,61903,105627
40473,25235,57825,64976,196954
38582,42233,95726,79537,160112
99626,92923,32041,34153,70969
23479,40593,67571,24998,53542
76415,46092,78381,96872,290549
670,2783,72637,74198,35350
97573,37742,70071,29074,256315
95796,83507,41563,39968,93529
8505,10736,58045,21624,63113
2195,1172,64698,81427,273672
289,154,6733,33794,76054
3815,2062,10780,10907,40124
10744,8097,42415,46268,117674
1340,761,71773,27741,175228
13384,7853,1112,48031,83756
56635,40572,13694,85371,138286
19463,9976,55233,30613,167484
84131,28928,86997,2216,259457
30312,75997,66651,82298,59410
42736,62519,32092,32185,43938
11777,8425,28243,89870,165105
22696,74645,12569,4664,5240
47286,35047,18917,99487,159753
89808,53089,89479,27666,198169
14339,25,10669,1326,6879852
85717,90787,96965,19571,110028
51941,41379,1177,22611,29860
2728,2881,34148,18763,50101
21790,17613,72867,2803,93615
34271,31100,72007,23774,105547
49863,36409,12538,9929,30770
64052,49805,15759,18359,43877
20887,37368,14274,51835,36952
36953,15202,6989,23033,72977
41136,76571,41456,98147,74999
33691,33552,84841,39426,124782
23296,12223,86378,64557,287670
10436,6215,25,29,90
64512,84353,37486,97449,103196
38287,46104,2819,231,2533
92989,79336,73039,74991,173505
826,4341,58451,252,11169
20344,16047,28013,43066,90113
18841,15778,29169,50962,95687
324,265,50563,20755,87196
39539,30831,37844,85147,157729
18999,53353,40507,59761,35705
5154,9251,67125,79451,81662
13527,2515,19363,60975,432100
57047,13969,57271,89171,598044
31890,26141,79741,85062,201047
75821,10129,1273,3841,38281
44510,49747,81648,26797,97029
47891,23689,24891,8897,68308
62742,16853,21381,54532,282617
88433,62293,41984,7779,70645
313,179,55325,26462,143013
17135,11559,38112,46607,125587
2107,1180,19330,35707,98274
1537,1640,27878,9477,35009
23097,19927,53059,61186,132419
30691,81495,6171,74236,30281
86707,45417,55331,6040,117166
509,130,7550,12313,77772
3149,1741,22939,33711,102465
13296,18269,6821,708,5480
79597,42809,23729,8002,58999
71591,44563,26212,37607,102526
1179,977,49323,29399,94998
53347,73099,12509,10818,17023
8002,7539,276,499,822
23774,19071,84866,13667,122832
46012,32237,59839,98294,225704
83493,72055,73400,89183,188391
29212,15003,45007,25437,137160
32609,17430,88105,58779,274798
34251,26207,80120,33093,147963
9218,9711,51404,95087,139054
31873,19980,5242,2669,12620
27472,28043,251,718,949
4780,5563,2120,10497,10841
35149,25531,7409,18180,35229
21816,17549,93906,48839,177454
6388,3229,14468,2129,32834
21459,30815,81735,19942,70806
62987,89440,29515,25109,38468
6681,2740,48044,20765,167778
23831,20911,10466,11195,24686
11227,5993,5807,39315,84529
14402,6579,36668,43405,175287
27363,20092,29717,77886,146543
45255,13919,2767,51250,175626
96367,7664,76193,69821,1835978
14940,9149,70764,63767,219685
93074,49161,26824,45771,137440
20291,26889,89613,76621,125443
10917,9568,50479,99449,171067
10537,42748,13949,12695,6568
47468,43445,57148,16087,80016
2865,1531,9619,28942,72160
97115,82114,5116,4753,11672
10698,5783,11675,40049,95684
4572,2867,2221,39247,66129
7705,4387,7805,97229,184474
5362,16285,10034,33645,14381
3254,141,30574,37221,1564574
16905,33899,39016,97657,68157
2710,13553,28809,93953,24547
27623,63750,40453,28452,29857
58459,50681,18518,18805,43050
9262,5795,29633,23767,85348
77425,10912,4381,6537,77467
21314,22913,19853,3709,21918
29900,49107,99539,7595,65231
86754,75689,68348,59879,146972
30532,17333,93385,29297,216104
15987,44177,42302,85983,46424
57663,80524,62794,88923,108644
47263,26993,5234,9583,25944
78723,63340,19235,6158,31560
3455,35283,83989,92890,17321
37025,13363,93793,37386,363459
74512,35381,66953,21592,186475
981,871,4103,62266,74751
59509,30101,43747,6082,98510
34067,67264,24354,29545,27298
17193,26522,27935,5351,21577
9323,26598,7739,72899,28265
49671,47120,59313,50804,116079
12581,7965,33087,16669,78592
17413,29534,22497,4570,15959
39557,91184,61379,6749,29555
40151,99819,7393,60479,27300
2272,1511,1355,90374,137927
18047,26597,30445,8786,26620
22929,17545,92444,59559,198648
9683,5137,19301,20567,75149
14757,26156,52880,16617,39210
7285,4329,49417,94794,242683
82108,11997,7658,43395,349409
25507,89775,36815,91737,36524
2703,3331,4497,11692,13137
35193,97442,20618,5909,9581
22216,15127,10521,27229,55441
16186,44143,15298,12609,10233
9639,40676,31247,13130,10516
86438,83349,29502,25801,57353
22293,52187,92284,30263,52349
73417,43109,28848,91465,204899
11998,6175,53041,85816,269799
69952,76327,4864,2379,6638
80324,27849,43849,31801,218195
4702,38249,15612,2959,2283
14377,11750,48181,48198,117927
19964,19535,14714,2155,17240
11005,78644,16830,15769,4562
12719,43727,90004,87669,51680
55447,32146,238,293,916
958,1729,52956,60323,62765
87517,81101,40132,22571,67663
58979,28250,68675,57288,262980
92671,23861,39206,29089,265243
62775,36202,8055,7873,27619
47557,31797,75313,6725,122700
49093,45693,82509,34525,125742
3063,59275,33708,61943,4942
17383,15848,88337,54062,156192
9531,8504,25671,35644,68720
2691,17327,51175,82242,20720
83753,97436,92720,38071,112424
63310,11437,78035,20271,544177
5221,18858,43183,45496,24551
16895,631,50929,7294,1558918
3615,29699,92117,1922,11446
40884,407,731,644,138122
48139,6350,98363,96494,1477200
7500,829,23653,23644,427898
7947,56719,7289,25142,4544
6142,10561,24067,3137,15821
65363,24829,46503,557,123887
14067,3619,23024,13435,141715
25007,320,16971,15274,2519846
22521,47822,17679,14116,14973
1324,4545,76863,29018,30844
11039,8181,47839,31521,107084
21181,82194,38861,18681,14829
79327,3998,98807,57990,3111114
88772,67651,12627,7030,25794
94792,61909,54912,43409,150544
5650,9827,20729,32216,30441
1085,46,58361,46849,2481584
71578,18063,74435,94231,668370
71269,38473,29968,28259,107862
5851,4471,88967,62181,197801
1013,935,48979,42892,99535
73590,47227,76597,4105,125751
13318,8535,82449,63491,227725
18028,28663,91967,47639,87807
20849,11023,68923,86595,294148
95103,4507,61307,8329,1469401
9251,8595,8633,2057,11505
65833,265,21979,54912,19101756
94360,46777,1228,1467,5437
32453,372,52193,70508,10704343
42521,13073,90905,47498,450167
18070,21141,6613,1708,7112
13048,13567,44191,16075,57961
55238,52021,403,805,1282
22382,18519,15052,8571,28550
17505,25762,9903,19337,19868
27440,24349,2559,7214,11013
36522,69353,16169,6567,11973
3877,2786,33079,95651,179141
3346,42291,93341,77839,13543
33622,23987,9182,867,14086
59002,71005,89955,49351,115757
54781,28149,45427,25046,137148
93715,69704,10859,13685,32999
7498,5471,3219,9670,17664
2947,13579,3473,1231,1021
44886,42611,97490,5017,107979
2273,1372,20659,9383,49770
15944,12095,44392,40239,111563
3154,1789,83024,30345,199869
89555,8232,46533,1723,524972
89590,9073,30725,7418,376637
2287,1575,58687,7411,95979
12655,10131,9502,4271,17205
21038,78997,74881,90749,44109
37082,58885,64451,81189,91715
68758,89725,4704,4661,7176
13174,9195,48464,45729,134954
28375,70868,71023,573,28667
6071,4669,26205,8993,45767
86637,1036,95034,80591,14686895
112,71,95794,37777,210703
2954,2417,58426,75389,163545
27902,24529,39601,99255,157950
12034,28619,36511,23944,25421
1872,1549,84817,11703,116647
12181,3961,3933,76196,246415
7933,56022,18157,17696,5077
3431,1754,29381,16730,90198
72729,41168,25023,31384,99651
72293,51767,8059,18599,37228
76254,24767,33013,24199,176148
29965,20927,6914,441,10532
10685,19799,625,1153,960
83308,55185,90848,90165,273260
82297,16132,46862,32405,404379
2047,1070,44394,74003,226503
97709,44863,10852,11617,48937
59073,48577,72799,93387,202094
19454,17099,15520,6021,24508
34884,29675,2879,8187,13009
41583,46073,58347,178,52821
44218,41017,1742,571,2493
61249,23224,25891,24155,131987
8605,17637,29132,7993,18113
45677,39381,13602,3817,20204
12790,7293,38471,25,67511
727,16928,41431,21007,2682
38152,20687,24482,74767,183040
11593,48486,10247,5771,3830
4283,81853,7097,6697,722
66479,39856,90312,17171,179279
35327,24192,29444,35077,94219
42575,5804,44777,87399,969571
40505,76588,15687,1408,9041
37445,19053,22715,56204,155100
28677,21448,79468,9013,118303
43823,34516,89693,78796,213921
33100,17197,32910,9313,81269
2923,2313,32567,92176,157641
94532,39451,74449,95033,406110
4166,4919,19392,66209,72497
11201,63241,23695,7869,5590
96232,53649,28847,10316,70248
32041,8213,15673,11324,105322
76223,63505,51997,29167,97419
51759,35728,48040,14481,90574
30355,74261,9301,5919,6221
34810,68583,11561,2835,7306
7487,8134,38439,32801,65573
35081,29920,2327,53507,65465
26607,19793,33959,47980,110147
12027,42007,58711,8170,19149
60131,40077,4707,43352,72107
58567,81192,95677,51395,106089
16695,8614,31489,20002,99796
18165,9694,33713,23124,106503
73389,1385,49689,48475,5201558
4373,20444,6657,63232,14949
1517,1923,61698,12407,58459
42871,29172,42033,45503,128642
23119,7077,76919,39605,380658
14971,8936,75053,27691,172133
65257,55403,3083,5171,9722
98281,139,68,149,153431
49174,84333,1895,116,1172
53641,34710,90250,22799,174706
7208,5063,57397,26354,119233
3325,32752,14275,45854,6105
38629,97185,4849,9094,5542
41717,72167,1101,1037,1236
31654,15749,12791,93217,213066
82094,45353,5185,37276,76859
603,931,20123,22346,27507
39095,32703,46927,98711,174104
38125,64324,77633,49375,75278
35466,91369,50095,48948,38444
61836,32303,27475,59148,165819
26942,8311,347,4072,14325
20435,13906,157,253,602
17087,13127,83207,10002,121327
545,1133,39604,56869,46406
1007,2277,2341,22388,10937
23773,5438,8135,1891,43830
29161,24124,12336,12529,30057
37631,31644,44505,99242,170944
17594,14167,1685,4382,7535
14918,8231,10443,18125,51778
39693,31993,55418,94917,186517
18107,9376,49164,30161,153193
1493,1179,27634,17479,57128
39257,38977,51794,24243,76584
65966,64757,92437,86955,182741
22781,23927,11297,23108,32757
7481,9230,58811,15106,59910
74625,46669,98247,36229,215031
56467,75019,14972,60233,56607
97394,38273,6716,23833,77739
95011,94769,6819,77245,84279
83223,80938,3653,63189,68729
73799,97258,27051,9022,27372
12335,52279,69382,81241,35539
57773,81127,54827,93666,105746
40105,35157,59053,73579,151299
43321,21898,98468,90429,373697
34337,21362,92787,98189,306972
24217,43581,39510,48631,48978
18666,41743,28564,40303,30795
25663,39902,28797,31460,38754
57201,46049,28479,1024,36647
10667,4204,75259,27723,261301
75385,73693,19835,83,20375
3987,2599,56965,28267,130751
673,519,5717,8244,18104
11283,75091,30627,23483,8130
1349,1313,8834,1615,10736
73011,94558,93425,85559,138199
19270,46711,42766,79255,50338
10805,24208,65272,20239,38167
30373,68836,8231,10672,8340
205,746,87797,47843,37274
16756,5349,948,3031,12464
8339,4439,67132,96061,306570
36239,25014,80281,38885,172641
23247,12149,14277,43841,111208
4657,91991,3615,5552,465
23181,15043,40428,87887,197731
36375,43756,33987,29468,52751
16303,13127,64889,8244,90827
36663,11173,23075,25934,160818
79583,48330,33490,17893,84610
34627,21851,13214,20537,53485
49128,17953,73756,74111,404635
4098,3287,232,307,672
70885,4603,2567,20129,349513
5485,3469,21115,6538,43723
22371,21665,16551,10621,28058
58761,45022,6486,13253,25763
35463,39419,1781,3203,4484
5126,10411,19402,43881,31158
92393,4082,14779,3425,412034
73466,89395,19713,77474,79870
3207,5110,15239,21393,22990
70542,51041,53961,82513,188616
5705,26891,2579,3080,1201
24370,41607,87913,93302,106141
5,69,42288,8053,3648
34703,43925,56245,21978,61800
97845,11188,33281,3858,324801
10459,9709,4948,16003,22570
69131,45759,96506,81331,268669
26809,16263,4445,36046,66748
62027,33543,54281,38639,171826
19488,14797,25138,11039,47646
2015,26768,11609,26357,2858
99252,61375,10121,48858,95378
42692,26213,69353,29219,160540
21785,13508,9577,8993,29949
4316,3117,12797,6569,26815
75748,37829,59267,51211,221219
48727,83420,1709,4974,3904
17151,1856,66359,15877,759929
82159,2064,90897,992,3657708
73470,39001,2876,2163,9492
68981,45044,8342,45741,82824
1542,27941,2893,28913,1755
4355,3064,2403,946,4760
54323,48624,40289,51106,102107
38117,24616,34475,19786,84021
3429,736,74368,96315,795207
1172,3163,48715,23134,26622
13395,7579,72163,36853,192673
22947,16964,55762,28601,114117
16587,43934,38,6057,2301
13589,61305,39161,79886,26388
18913,12010,29185,66231,150258
14510,13211,42796,39863,90787
73163,17326,12428,29619,177554
3527,429,55446,73133,1057105
8296,41049,24338,82439,21579
16240,28073,44584,58331,59536
21349,98093,5922,12805,4075
60586,39703,92790,92581,282872
65409,89945,91416,76067,121795
42241,13219,20153,12476,104265
22,19,67741,94396,187737
71251,49384,17670,29111,67496
48787,39777,8759,4458,16211
42522,32501,67963,29341,127305
1565,9976,1417,92455,14727
373,290,59036,72423,169083
90705,51899,8398,45727,94596
3379,2092,24269,11649,58015
7864,79803,52337,50340,10118
13808,9085,84692,44785,196788
14165,8264,70397,5381,129888
13879,9733,48208,24317,103419
11221,5480,9971,19768,60894
11266,8269,99773,16521,158443
25130,13203,19883,11591,59906
14167,18843,5029,26352,23594
81523,16535,95267,80542,866796
14069,21431,29609,83266,74100
3089,27367,45043,87415,14951
8711,8678,10351,30484,40990
94765,64711,54969,40834,140297
18688,5201,36109,9515,163934
20864,25777,21917,41529,51353
90036,45607,28345,42293,139451
43023,40301,67346,84627,162237
10310,2513,2737,65117,278382
112,6351,91427,4126,1685
2206,6277,9590,31261,14357
7921,4099,8311,6388,28405
76918,53287,20769,48500,99988
82595,92443,44361,12310,50634
8368,7297,18816,6299,28801
18693,16444,19716,32257,59081
1549,6244,49753,31766,20223
80606,64363,1819,13267,18894
18917,32035,80492,72423,90298
2979,1858,99305,57234,250985
85664,65801,42529,32312,97433
42203,23525,18875,3268,39724
84879,59159,92547,2615,136534
40720,25727,18257,41443,94491
32311,16942,14312,87399,193979
18703,11208,794,113,1513
62295,59764,52271,65074,122314
32287,20697,99247,58666,246342
8731,12922,3486,1093,3094
61648,32529,33839,94076,242421
9362,7459,8765,8577,21767
22072,11437,46,1051,2117
43381,16929,74075,21723,245485
94444,97675,55327,28213,80776
7347,4177,66570,15277,143962
64468,81433,997,692,1337
1519,25295,3647,1731,323
42151,50742,94106,88679,151838
56765,40224,93981,49067,201873
72797,16945,4339,3103,31971
47605,26601,15182,1401,29677
5903,5632,90473,48984,146168
12113,6781,64945,66343,234522
32081,17718,73175,26709,180854
6101,44657,25473,16006,5667
15455,10328,68295,95048,244429
5477,5910,11577,1643,12251
44571,38371,27789,45815,85497
26815,70849,1285,8908,3858
33412,79345,29887,6388,15275
11202,93695,5735,12528,2183
398,259,73412,19109,142175
8610,4063,6652,53361,127175
8989,14412,8143,47178,34504
88897,82293,51521,98738,162317
14396,26097,82631,13094,52806
40017,7949,4509,5021,47976
48524,31863,37763,4646,64585
33862,22865,85906,76505,240523
91658,41887,12751,7054,43338
5213,4547,31467,14525,52728
44567,84462,4538,14361,9972
25002,29155,2159,1588,3213
97771,75038,79081,63573,185871
48777,68957,5832,1259,5016
8921,13451,47405,6728,35903
14691,18551,73932,82241,123677
2043,1985,7796,12725,21120
23601,71740,55819,73018,42385
10555,10301,58492,11719,71942
9917,8616,6537,33287,45838
29113,17145,28178,12763,69520
14634,2815,85768,8107,488016
90981,16229,22367,85346,603848
42655,88118,11211,64216,36511
1733,3024,27284,35417,35932
43002,43291,18129,42793,60515
11972,4095,53869,73459,372252
97987,16126,18233,56603,454728
16796,55555,5889,14957,6302
4694,3765,13024,30277,53985
90087,46058,30001,41860,140556
35787,11015,35963,20555,183623
15154,21205,3359,19935,16647
91987,40227,94447,66685,368460
51355,43872,35368,10245,53393
30676,47191,3802,399,2731
55521,30818,95395,56589,273811
33469,53248,38225,49571,55184
5813,9761,221,739,572
35283,83428,43521,19796,26778
43591,25149,30839,6288,64353
4,3,76866,99221,234783
35939,76237,7534,7155,6924
4555,2946,7084,26305,51625
45277,29169,16492,22735,60889
37097,3914,26206,89357,1095310
50704,58477,28260,11687,34637
479,323,1656,77549,117459
7072,3571,52387,64461,231406
216,1735,64035,72146,16954
27672,33289,20491,72644,77420
98556,66043,31286,25565,84839
9467,5690,61671,52568,190070
21624,16639,2017,113,2768
6227,5848,26471,49937,81360
16985,15307,28067,97238,139041
36033,80107,16153,39531,25047
2061,97312,13776,1663,327
6947,4903,98361,72602,242235
36275,93512,17067,18022,13612
14675,13296,28621,35388,70648
5768,3925,7013,970,11731
40546,37533,11993,22790,37575
36171,19718,34668,91463,231377
11555,6726,8032,8633,28630
50606,30439,35906,68579,173711
2565,1271,43806,58777,207022
22703,69391,38924,94487,43648
56288,72855,54069,17971,55658
84385,45972,13099,993,25867
18859,88038,34957,1979,7912
49852,16631,89061,87611,529581
68893,80984,87477,85502,147153
34586,25575,3508,14157,23889
13261,8378,19895,19321,62072
20764,18115,12753,5573,21005
30914,16447,54785,23118,146427
8595,29302,47533,12198,17520
9031,48068,9007,52689,11592
45683,32304,39531,97237,193412
35697,20081,63111,5654,122240
27453,1987,44507,91714,1882071
67553,94123,36383,6637,30876
44268,58295,63156,23879,66093
53589,46067,54321,65747,139673
67895,86263,9065,10592,15471
2753,7227,32724,9985,16269
15263,14037,5751,1372,7745
47099,44134,52153,22675,79855
27879,17203,58273,33634,148943
7003,33529,14749,88988,21667
38469,38318,65989,97025,163657
36723,12010,13633,37775,157190
27591,14809,11153,3320,26965
6088,22007,19711,27415,13037
61205,43376,7372,3795,15757
46150,35611,2972,26971,38805
4377,39158,4135,11808,1782
38063,36557,1081,10323,11874
127,65,58681,65631,242886
95723,22629,43037,63071,448847
3136,1759,39821,37776,138343
1179,1109,17041,37597,58087
29147,44391,22124,71683,61593
78019,36157,58671,60637,257441
88882,10969,8659,39503,390258
53810,27257,99819,24712,245845
75180,80723,52793,37343,83946
54362,92451,29965,23142,31227
6862,35127,50725,97374,28931
94222,84259,46569,31841,87681
95031,64594,69507,33242,151165
36871,32202,3085,85142,101019
1037,4032,13537,42030,14291
4761,48482,19171,92115,10928
29089,52143,48355,77893,70430
7639,7013,2769,5269,8756
99351,89791,75249,94838,188196
18338,49033,16536,28183,16725
54684,10663,1237,39,6544
95153,88748,88199,95105,196533
33422,12313,5510,21203,72509
28475,14272,98297,26150,248292
20601,18302,26761,14913,46909
1297,3521,8413,19755,10376
11952,53,31399,26055,12956419
18695,63353,14515,1311,4670
37988,15219,24794,24089,122017
34452,4129,98788,97507,1637868
12047,172,80291,99897,12620493
7512,4715,21935,47869,111213
113,66,19011,28694,81677
3222,2789,30269,5044,40796
31643,14426,84983,88568,380679
32390,32351,20496,14755,35293
23473,21027,85536,65759,168895
85780,66229,3233,66074,89767
3597,1978,96703,47815,262806
4016,30569,28683,22124,6675
77670,5129,6898,7593,219442
44502,42403,8839,115,9397
31747,39370,65239,72066,110720
4354,97441,72656,44487,5234
37083,24509,52864,65509,179103
34678,25027,5860,12211,25039
2244,15595,62077,21020,11957
11467,7092,21261,4493,41641
9939,20290,24085,37592,30212
38490,25453,19321,95950,174313
36556,63075,73704,48521,70838
19590,32783,9470,68699,46711
17711,17419,22056,26255,49121
36833,31616,83827,19812,120741
68517,80453,11731,37239,41705
24597,19166,13232,26219,50630
21895,26574,3175,26356,24331
87373,80453,13281,42991,61112
8975,3727,92213,6103,236755
25453,17889,5875,264,8735
60537,47215,73667,40009,145750
42307,38161,418,967,1536
19232,2581,46388,11819,433722
20135,1952,1821,22348,249304
19599,56326,2876,847,1295
47458,30883,609,622,1891
53263,32750,81731,73989,253256
295,196,25583,62440,132484
7445,7038,99569,78714,188592
17501,28025,21787,25362,29444
74133,79975,15157,8681,22096
14357,3477,89987,37646,527014
24499,15714,8899,14977,37224
44465,15352,21959,73600,276774
19570,13989,64891,76065,197191
93227,63361,48839,5230,79555
24334,14505,6284,6061,20711
45262,12525,26798,43531,254150
8776,43207,99091,80503,36478
1460,48239,58947,79075,4178
13183,6810,11717,31686,84021
15333,14104,10234,23775,36972
4456,3509,727,2267,3802
10317,38258,3061,6960,2702
1685,8446,57201,142,11440
94099,81779,65981,4535,81140
9203,6939,2703,7660,13744
5962,3083,53443,53876,207537
99269,49307,24976,92847,237211
30145,1251,13537,1336,358391
1591,828,27296,78017,202359
387,235,67631,88400,256953
41744,29613,69976,28237,138446
17808,4849,22020,14053,132478
15413,12253,46085,65421,140263
60477,5284,39426,23255,717403
61715,47053,30627,60952,120116
16237,36481,83730,38099,54224
7973,33528,84503,641,20247
2626,2551,71916,39509,114701
72486,4139,97911,36173,2348204
23147,75158,94889,20245,35459
41461,99959,9723,6595,6768
69317,32176,12359,54788,144656
86311,49841,2003,13521,26883
12997,405,64885,36532,3254609
5846,3671,1292,1217,3996
43166,29909,51527,6962,84414
29629,97380,45305,28916,22583
33842,22347,21486,94859,176192
31904,96431,53527,18206,23733
24548,14949,44875,35259,131589
71072,29073,90921,44644,331402
16606,16319,2158,24327,26950
16648,10641,73700,48329,190916
1615,1299,32642,31325,79528
5306,11867,32380,37821,31388
8429,5560,63911,14661,119116
26203,28645,76643,44194,110536
76727,83282,4225,35743,36822
38147,33556,10539,37,12023
14006,8173,24499,9641,58505
36119,59031,4141,14830,11607
52863,57833,94270,14403,99334
41459,11505,83525,71966,560322
48747,35029,49364,2591,72301
10779,1558,45425,62244,744907
25541,20164,41051,20823,78373
37228,13237,838,6301,20078
7395,4763,21061,24579,70861
49590,22643,47843,74922,268866
29779,27416,12459,88265,109405
62663,37615,44146,70517,191018
1161,6238,11701,73733,15900
18141,47048,19485,26038,17553
34505,1982,93896,46843,2450151
68497,63075,3929,1905,6335
40751,68197,28357,7542,21451
17167,16901,39136,5145,44977
42996,46399,14283,95578,101804
3746,3929,1579,2511,3900
30887,17234,9194,6891,28828
19091,17038,74026,36209,123518
52596,87181,40677,25199,39743
34031,19391,47783,46117,164793
72757,38972,69105,21122,168445
17511,39614,13904,13605,12160
5415,94976,84647,24132,6202
27857,1434,9857,52856,1218267
12510,9791,3045,5051,10344
37185,93772,2168,15609,7049
37186,25499,20611,54873,110081
18486,14167,99226,81657,236028
68804,58129,63385,42304,125098
15209,7344,1368,6043,15348
35296,15815,7930,27259,78535
48869,28683,52867,20656,125265
45425,32028,12983,2614,22121
4233,4181,81417,13102,95694
