o_n,o_d,a_n,a_d,period
82404,80107,76125,20962,99871
86734,51927,45368,1737,78680
16776,12215,94030,70917,226537
84266,40639,98302,84603,379258
35882,17691,56819,33177,182535
10411,2664,7351,807,31881
4055,2127,68476,44955,216250
62039,57666,59753,57988,126670
44082,35273,58857,16870,94639
20151,5482,28071,5720,124210
98262,75793,8049,4966,16874
5069,1634,69557,69385,431026
36005,23284,70701,40168,171441
57104,2985,73195,65139,2646373
80413,73393,17705,16841,37850
89698,28393,12295,11426,74938
275,213,67139,9704,99210
18343,10315,48808,23255,128148
74225,68821,3851,979,5209
41247,38543,88824,70505,170507
12066,6245,34373,20628,106268
63014,48161,95409,66328,211617
856,501,33911,29373,108126
57822,269,97966,74315,37032089
4714,3963,30113,5512,42376
80134,31,33853,25067,152306299
90636,81563,50775,19424,78008
30043,21123,12095,4947,24239
98823,48451,75212,4707,163007
18361,11493,60037,325,96433
68495,62633,62071,54412,127385
17915,15934,58948,28249,98038
25532,20227,53497,36330,113386
94938,45035,40946,28223,145815
14771,9100,59609,41193,163620
27078,24245,88666,33129,136027
2183,1373,96192,9821,168555
28429,8265,6011,1348,25312
77700,22247,60053,52214,392104
70499,336,1115,1046,453418
77393,31574,10081,497,25929
87648,80171,98971,57951,171557
43138,4937,40507,36673,674375
48029,1432,18106,9711,932977
53095,21382,57955,27768,212864
49003,13548,75424,21397,350200
93635,73994,28635,2846,39837
18665,17517,67433,18043,91078
5182,957,94423,78808,938018
23079,21272,47277,10762,62970
4658,3755,83595,54406,171187
84494,67197,6997,4976,15055
73619,50517,31083,15365,67689
93168,17093,58355,23202,444539
14573,7364,58854,1907,120243
45069,35212,8908,7041,20414
43069,26797,25149,21998,75776
88149,60619,43971,24554,99646
25197,2830,99649,91408,1701083
82559,30223,7449,685,22220
97408,47127,53309,19546,150586
81237,55135,78079,41758,176571
32475,20873,75273,36595,174048
77604,30931,24923,22819,119782
88310,50537,99196,353,173955
25195,9389,31591,27404,158311
32075,19148,99869,88454,315462
55523,29840,31702,30387,115528
78239,3453,89899,13381,2340146
16789,15078,99389,40062,155276
30362,17577,44734,5055,86004
50473,20000,41089,33880,189196
83201,1416,95721,92174,11040291
1905,767,49429,16136,162844
68999,10831,34508,29913,410395
62639,10400,59707,3170,378707
9095,8701,76465,4039,84149
27341,5298,37043,29383,342800
70039,31028,41471,11155,118792
32914,30281,45821,37669,90750
30179,18143,14457,7549,36604
21883,4643,82411,74197,738112
94731,87905,3521,397,4222
96593,71914,85431,32875,158905
72001,18818,93985,19499,434210
54340,24793,75689,35428,243541
7011,4829,22478,14791,54109
78353,72033,99551,40626,152476
7927,3078,85837,27841,292763
2851,49,33083,1458,2009722
82207,14871,91781,54498,808632
7077,839,30754,12937,368536
99654,1663,18991,2028,1259548
18047,894,67124,13831,1634222
62555,31043,10399,6088,33223
42668,9685,53639,48233,448805
19335,9716,58897,28668,174255
57949,25794,64305,42859,240756
80109,58927,29174,14099,58828
30655,16634,36179,27030,116488
6571,3236,10193,8923,38816
26462,12635,47146,36899,176019
39487,3813,60470,16597,798097
72868,48467,737,452,1788
46674,21317,4000,189,9172
93693,60874,11278,6197,26896
22009,17912,80855,24058,128909
6773,6083,24135,23564,53109
4421,1055,82693,36194,498198
36714,21383,41031,35606,131584
18215,11246,73378,3237,124092
78695,28463,36561,32419,190717
79567,27274,19335,607,58177
64105,7982,16280,10261,213156
88874,35309,22121,18234,101575
94552,13185,69187,62399,943627
47488,44383,75093,61652,146312
42621,13682,63569,1295,202059
10947,5036,71917,70976,310614
45632,20749,76865,15874,203955
66165,2246,72677,18245,2678475
23179,21263,2000,717,2962
43971,28439,19972,14529,53344
75056,22759,54198,7177,202406
16819,2504,85759,28853,769832
71653,1144,60718,17259,4883991
31523,21524,41887,4716,68252
9001,3250,94445,21644,321513
6952,5895,78143,52496,154063
41467,21856,34819,16169,96739
11801,5213,764,293,2393
8237,6338,93553,76700,221264
49982,48749,4139,1844,6134
85017,29990,42324,5113,134476
85471,37679,14465,13438,63295
49251,30646,18422,1931,32709
8987,1171,19139,459,150407
18877,5599,2567,144,9140
47753,10449,70321,46027,531723
10831,8979,32225,9453,50274
57205,38657,22782,11203,50292
66011,53871,78173,2536,98897
31700,23017,60760,2731,87443
95457,18482,85690,46509,682790
7947,5489,16105,10401,38375
83898,71501,65497,27285,108869
77373,62608,5032,4177,11381
1124,1055,19437,8728,30007
17608,169,94652,52893,15372618
37221,10603,77893,2661,282779
52421,41963,76920,58433,169085
14670,8623,10163,3023,22432
95025,34123,10963,8229,53445
98701,35808,99789,76714,486512
85429,73052,18026,15919,39697
59537,47720,16405,11156,34386
15077,670,60579,5594,1489090
79807,36444,65848,10537,167272
49245,36833,75953,51374,170234
49467,22994,36209,27320,136670
95430,84521,71801,20224,103903
4733,2273,95237,2120,202724
23921,52,42801,8716,23698811
3871,123,33607,1534,1105942
97007,79400,1708,1359,3747
38473,13295,73224,4291,224313
55816,33643,75719,28381,172708
8314,243,54077,51480,3611527
79805,14876,5393,783,33132
82333,71006,26989,9884,42755
85832,18709,74722,74543,684788
95283,93079,19016,6397,26015
3109,1414,45505,21982,148386
35972,24329,58721,3754,92373
6455,1428,29361,24221,242207
93349,42949,15497,10972,57530
60728,22183,22111,14488,100193
87822,6493,36893,17760,739217
59540,27383,61655,16296,169493
45041,31113,17021,16742,48877
97875,22054,85493,63715,662181
4081,1608,40141,27650,172049
48193,34640,37247,30397,94109
62677,10402,49052,27395,460629
23521,14421,43676,22903,108592
2029,1654,75956,14415,110860
11033,1781,318,197,3190
90269,19727,19255,17054,166147
42397,6133,53153,13509,460829
38907,15707,58764,47069,262154
14908,2131,31577,17733,344962
62821,46907,70211,30139,134396
70480,52201,68989,27984,130930
88061,27193,72987,72008,469547
99061,89894,7811,6093,15322
1492,1257,66841,30056,115013
35016,24413,38642,23731,89462
559,370,88025,43983,199439
76117,26693,79838,31241,316749
86291,83101,81901,48665,135578
77949,74396,1149,580,1811
5074,1313,54887,23377,302446
89065,39514,94921,63186,356375
85837,80410,44101,43606,93627
959,529,47825,12726,109770
77864,14113,93032,91457,1017859
23514,18227,25206,811,33564
30929,1381,68930,18919,1967474
35241,25033,10274,2209,17573
94753,7864,29749,19089,588447
27011,9650,47626,3159,142151
73963,69813,6073,3615,10264
59436,57229,16298,16097,33644
97777,84570,37459,26537,73990
22977,3338,49907,20148,482221
58911,5198,1704,815,28549
7606,1107,89385,83069,1184901
21523,5061,20893,8780,126191
26891,801,84222,44227,4312262
12154,4727,28391,12483,105095
62401,52009,90203,71035,193455
20233,6037,44004,19871,214077
47989,40190,24327,10366,41425
49677,30022,58397,19118,128263
90110,27341,60123,51235,367012
16179,11612,36088,8725,62438
10761,721,94123,12401,1589882
41584,25477,88019,61797,244533
28929,514,30457,7831,2154929
68749,8342,7021,5762,105349
23949,23335,78526,17419,98470
25401,1627,10208,3283,210624
73927,18023,98699,40348,570345
36188,5337,32550,27527,407358
10607,6300,86219,4394,152560
97180,86229,7855,7612,17431
35155,31941,36940,34431,78553
93870,53453,34119,1856,63177
25578,8291,39087,13942,163596
73951,4491,33353,8355,686784
15111,11869,45509,43762,113655
82959,61652,93097,85494,240312
76595,28787,85281,15289,267592
98940,88391,96159,43271,156071
16696,2823,42875,9651,310653
91468,61257,81128,21649,153465
29942,21849,32714,22641,75859
78526,44979,49279,42537,160296
60181,29847,40419,15788,113331
12158,8625,65269,57093,172484
8685,7586,51498,22195,84369
18227,8268,10994,8755,43537
53936,10481,49715,41282,468278
90124,49415,14417,12193,48531
88034,57227,90456,89417,276704
29149,28650,22339,13497,36461
24191,44,11542,9397,11512167
35855,5127,26929,9955,257943
86856,61451,64297,40519,148149
72296,54813,24013,19898,57917
93635,9321,96085,10767,1073392
14975,7542,75785,40791,231467
12997,1368,4621,603,49631
55077,32254,23242,13983,63566
31771,18695,70593,23287,159543
45491,5095,6097,4892,98116
88247,67143,73204,44519,154725
69375,29947,5082,3097,18947
96796,50811,96253,27632,236003
13239,733,49124,15361,1164689
34550,4421,42025,21958,500026
55042,34939,98405,76326,275267
8805,7229,13097,12358,31005
32335,14618,9940,3301,29289
46976,23179,81473,9280,183926
25145,18302,57529,21013,107908
45614,8743,98261,13824,584770
53757,29053,56641,51445,199993
861,710,26461,16130,51649
4366,2275,55476,16505,138141
29017,12743,2824,1675,10245
68310,40999,60353,15508,126395
22351,13064,25689,25300,87236
62693,38774,30099,23753,87072
97220,92997,41152,28289,72594
61403,40140,55669,16395,110238
29024,22437,15631,14954,39564
19179,10160,99066,77081,332512
9009,5860,2128,681,4318
86686,41371,10421,9829,42431
6499,5557,86131,35908,142726
98369,41353,72857,7955,192233
8233,1663,2863,1653,22357
32869,19462,4859,1836,11307
51541,25807,43793,27520,142425
78796,3055,94152,82499,4556266
86099,47174,96693,69881,304020
79923,46330,74371,43491,203321
32401,26953,39820,11123,61240
89237,45416,11425,8639,39423
80251,54278,89045,22629,165112
15957,1595,10301,4357,146645
71781,70310,69447,11617,82760
78967,64243,71977,7649,97876
22606,11969,13987,1343,28954
59633,57861,88021,4190,95035
83933,59896,59507,48913,151930
779,603,11527,3049,18830
9015,2644,38117,10255,164929
73415,39641,64897,53804,219834
11359,9733,40765,15757,65965
50395,4611,27985,26209,592303
91269,8143,73199,30866,1166389
22856,17867,88743,54616,183389
15103,1962,70051,11879,630677
23450,20121,2319,643,3452
93711,29516,30521,22361,167896
60230,54089,9977,6487,18333
82935,58381,88061,11788,141843
29122,14693,56267,23433,157968
19500,18947,18351,15515,34854
49968,26321,38215,13836,98814
33532,17697,30301,29094,112540
34894,1657,15783,15430,657300
43822,25711,33021,20752,91651
48211,8995,4153,216,23417
62785,16692,28046,6347,129365
4473,1832,26525,20148,113957
36989,4071,89734,51407,1282403
32891,8149,18258,8407,107625
74330,61629,73989,62398,164495
42806,12553,61607,31673,318087
2993,1232,86617,78289,400619
45849,30443,35477,20182,83826
60665,7573,12363,4273,133266
96650,28799,60529,58897,400796
1427,670,8966,2057,23478
80935,4496,57757,21888,1433734
17123,16644,12009,4972,17470
34557,17594,57688,47873,207337
48949,16046,23572,4009,84137
83022,26797,93637,25466,369003
44531,36909,95609,44793,169397
32494,3935,38578,1603,331803
6274,4625,75623,7200,112353
78657,10603,47189,9952,423893
29791,7217,3273,2654,24466
71047,54828,7094,3283,13447
77588,41857,87671,69664,291643
56554,28497,56429,9121,130088
25629,23834,98495,60059,170495
83341,58206,89872,18411,155043
84628,74837,34100,9329,49111
6537,3586,42928,14929,105469
94099,85039,60692,37933,109133
8727,3328,56377,13353,182853
39252,28289,11525,10379,30393
34558,14355,22936,6323,70437
33049,9058,71260,26633,357173
22964,13675,86051,3429,150261
2979,668,45406,44481,400858
43936,34731,11552,10381,27746
4443,2266,3441,3101,12827
51981,38206,31551,2012,45664
22738,2781,78161,24996,843432
41059,26249,48247,16612,101453
17216,13477,887,435,1689
29605,22021,98681,12355,149277
75352,58511,23639,8902,41907
28415,18502,16006,663,25600
35187,2827,67105,40988,1345408
25878,21059,13313,7165,25164
32184,5737,88629,86711,983640
95354,93451,55282,37745,94921
75706,57047,92611,79135,227921
75593,58858,12865,4237,21964
85401,71942,33796,25691,70616
36504,1369,93274,19037,2994741
1839,1391,86427,41023,168498
72033,45278,88492,49753,219935
9185,566,98860,58011,2545689
9986,4121,36475,30232,161645
13879,2150,66901,32464,641436
63287,9543,79661,64905,958729
88345,30457,39154,33067,209487
66139,22595,72380,72053,422778
17249,1439,42093,17537,714773
24039,21298,91603,27027,133898
63022,55365,18155,8221,30023
83834,1091,90141,16478,8192757
49507,1722,89410,21857,3198894
8408,7281,54558,27215,94430
41519,27703,26347,16851,64741
47956,2909,81604,15889,1607210
47659,34718,74505,22388,133010
37866,20611,25332,12563,69620
14977,7254,19513,12598,66298
84919,28494,33907,8531,126476
64237,61499,68113,53089,126598
32327,9192,44325,1672,161765
83623,9103,67655,31069,906909
83609,25162,30821,4705,118046
61555,7836,50304,23119,576768
12217,9947,72816,3455,93677
35498,25723,79091,59238,190896
650,263,96393,13669,272016
9441,5003,45033,13229,109945
1475,719,94817,60820,319283
88646,65687,26209,7794,45888
65293,6439,36866,26683,644403
83254,55319,26725,20326,70811
48737,16729,26039,6548,94937
57463,56468,75655,54444,132392
19799,19689,34820,25119,60274
137,105,27927,15643,56849
49607,39228,60672,58559,150777
96433,42350,5690,4599,23429
90043,57873,83191,82925,258455
7917,1969,83521,54691,555726
95471,94462,81775,71662,155076
31540,5327,77001,17692,560657
27467,16388,40091,4336,74462
52971,4673,78121,5334,946008
23209,22936,28015,10704,39180
5981,4442,75214,36243,150073
13681,2962,2374,481,13187
56345,24088,46805,56,109614
51719,18450,43059,7847,142699
10572,6217,6158,5049,19057
84190,36771,43884,6341,114994
23716,13509,81305,62886,253137
6998,4059,85794,25157,191287
80921,51725,74705,36139,173409
76312,73499,65465,53083,123085
97356,15035,1923,818,17748
45691,34168,80767,25747,142436
44314,25653,86315,63142,258177
10781,7109,96257,48634,219731
49075,25529,57611,48620,204210
94799,6522,87859,79747,2436197
97990,51699,2587,620,6079
90623,47584,1642,1131,5281
25070,15199,181,145,538
56771,29715,20401,6487,51370
30906,25189,74146,13215,107189
25181,17191,88931,34822,181271
21637,12118,31696,6683,68527
48523,15905,40949,14988,170653
63329,38987,23837,22411,75123
95021,72618,65410,9797,98409
82939,39664,74467,46187,252292
29379,26639,63061,42676,116613
9026,4787,55051,33995,167898
63776,15011,40355,39096,337556
62188,9689,89531,85054,1120558
13055,5433,76824,72271,358262
35702,29171,71517,3758,92128
77941,39047,42551,16148,117168
61162,37623,32098,27595,97040
9958,4903,5092,2275,14962
19664,1087,88571,53181,2564316
44543,39326,86057,64526,170560
51618,31361,32884,28121,100410
46766,21647,23474,16385,86112
34629,27560,68485,26222,118999
83451,67685,65466,62855,158211
63821,21336,57841,19585,231600
23017,5195,90499,47314,610595
94663,17745,31288,6515,201665
934,367,86752,5229,234088
61259,26779,93102,13433,243707
55016,15259,91148,76131,603121
9053,6733,73595,4007,104341
445,337,23467,19087,56191
31605,21542,465,281,1095
12249,7781,85639,31002,183618
23532,1033,81184,14173,2172256
94050,8527,97109,93908,2106855
24767,13697,12260,10033,40310
98009,12228,11155,7329,148151
25869,24307,10898,3953,15806
20743,17561,85529,43761,152717
40159,32511,57138,18005,92820
71114,3943,92385,43288,2446931
71330,19349,24773,3443,104018
22896,12005,26777,15157,79977
89579,61212,15524,14595,44077
98876,42413,73398,65995,324962
96851,78599,6439,3258,11949
76196,30849,94741,61039,384772
6160,943,59677,45692,688306
54100,19579,13621,7648,58770
84656,74825,49819,13953,72151
12769,11006,67577,11771,92058
99063,74233,44487,36869,108569
15025,4474,7421,199,25590
44911,7660,47068,6873,316259
28653,20578,99605,20309,166969
97167,58775,83306,81877,273081
92246,19969,20481,12391,151851
32287,12371,99544,48067,385249
49976,42651,81591,37424,139455
93051,65299,91066,84615,250345
50804,17257,92139,7603,293636
31837,28771,42525,39113,90338
65164,48469,15677,6064,29229
3283,1496,71779,41190,247913
70722,12181,18896,17689,212410
83969,78938,83437,67161,160196
72728,47763,75401,25875,154211
52405,50548,61364,58297,124057
79261,30755,10815,3191,36096
12713,7255,60185,11248,125172
82278,9329,48869,13315,548437
69933,9856,37009,29620,472764
42087,9506,22926,1091,106333
99655,91741,1085,134,1324
38443,23048,7070,173,12081
46659,35108,76122,35609,148492
3868,2895,38443,29756,91120
862,109,27931,8686,289577
17878,3195,1423,1374,15651
38629,29635,75873,61363,178886
23343,1574,92207,29358,1802853
20659,7528,98289,5230,284086
5617,3867,8771,7935,24266
14678,3771,57655,50786,422089
25101,12149,24886,18421,89476
78047,71207,33313,18649,56953
91915,84166,28928,20379,53847
89361,83075,9713,2268,12887
30643,30459,67584,24323,92462
38531,31531,98723,3243,124602
4907,2720,50536,42631,168078
92559,41938,28274,1411,65516
21998,17333,33158,27049,76411
33566,12201,36999,11611,133730
10895,4811,18301,7266,57899
24888,9085,75699,65941,388017
94945,64042,39480,1181,60281
89198,30481,29993,2940,96373
93049,57340,87822,22319,178732
18901,6981,79189,27261,288212
91904,90907,1607,1467,3108
11615,4391,565,208,2045
51797,11411,14185,5091,87498
25436,23193,56250,20243,83890
71089,12721,33916,8435,236671
96600,73231,18463,2942,28235
82949,7062,347,44,4592
85780,56547,9479,2621,18355
77591,31640,86193,84412,418376
49263,30382,66083,9897,123198
47759,16961,48953,31581,226769
19445,2601,48016,35257,622547
81840,17779,24353,13618,174788
59597,23080,67033,44690,288491
77721,18875,12247,6588,77557
22755,11809,77507,77215,298137
42781,27019,72313,15760,139452
64207,22623,99845,29159,366131
79598,62275,21167,670,27912
26938,20707,66017,41354,139680
36647,23509,97040,46039,223038
14271,12710,48272,29681,87527
45365,6721,76713,23173,674204
11060,827,22269,18478,544936
82213,2227,7823,5670,498114
1427,1333,97319,29696,135972
96247,8978,87162,82391,1817662
41397,9172,34647,29125,287830
87789,56171,45766,24679,110098
10462,4613,44365,40858,193281
48971,45868,88425,25888,122047
86342,57005,8143,4623,19336
30236,21213,90179,71738,230788
17353,3813,66803,63314,592164
29144,13087,33027,11263,98632
10959,9814,70602,62107,148193
21403,7969,24551,10486,94102
97495,70232,66695,64553,182196
80288,71741,74015,61073,151182
78279,16403,589,405,4743
22811,7827,23509,7440,90198
1701,929,87988,15495,189478
49973,45763,85560,30791,127055
89791,23524,98252,37333,517527
50251,49218,22718,1275,24496
41023,32055,27421,7916,45223
32051,23331,42709,355,59159
19675,5438,39397,33383,263322
90908,87889,90181,49703,144689
48469,1814,4505,1763,167477
68306,45641,60435,51763,167915
78029,34523,87624,77083,372272
81555,32087,69495,17918,222176
46603,40415,20746,259,24221
61887,13765,95809,11728,483483
67333,47970,25209,14198,55313
11814,2953,98311,51295,598525
10906,8549,90471,51886,181606
35285,19284,54732,40037,173404
38647,8347,6243,1901,37707
46478,43077,65105,31428,104155
42913,5339,30071,9140,315165
10895,3503,35407,983,113180
42211,25238,21468,14873,60781
38024,17531,87485,37196,270428
43020,18413,93095,9581,239891
99523,8717,52577,654,607744
6093,2231,74303,32078,290534
79037,44794,60227,19533,140733
61535,44596,29211,25778,75876
80347,21099,97585,43567,537520
68837,38702,111,107,388
16535,10438,46838,8595,87812
74473,48576,67797,19901,134452
65879,16184,26018,25113,208135
29016,22031,79372,71633,198882
81101,7548,13998,3205,184841
68449,33156,89780,28171,243504
10241,5337,99947,36731,262267
44852,42975,24209,4708,30180
93541,48789,92466,91219,352171
78162,6313,50508,3871,673273
13801,2208,33069,1804,217972
26203,3153,13263,6949,167972
71857,8565,88101,81499,1422877
14539,2019,9463,6960,118263
86582,72347,81634,921,98799
22743,3319,70513,19839,619125
89589,73184,25232,4627,36553
46535,8927,40987,19591,315783
31603,5167,98894,75181,1064697
16334,119,7619,5009,1733325
68912,41295,23212,6423,49454
82736,12233,22109,20592,288801
5931,3466,55712,14203,119639
49063,38804,94531,40769,171071
29269,4912,21019,17640,230356
82674,40363,76327,52460,263789
24063,22016,31579,7099,42275
26259,20779,93021,62852,196981
39021,22126,16138,13017,51417
92185,54847,15066,3257,30797
49217,36894,24025,17799,55794
94713,85532,7632,2537,11261
12146,7379,75172,12001,143488
97789,69813,78443,71123,209501
33499,16587,70548,50639,244749
40859,32394,63705,53932,148377
49178,44479,22229,16058,42332
84356,43989,61244,13869,144042
3438,2167,84547,67772,241657
14467,12035,66911,63153,156347
10081,4645,43666,10469,117488
39577,38251,19295,4104,24210
45697,3228,50441,11647,878946
31245,28531,89827,1625,100151
73350,66283,96406,33375,143618
8707,8068,16937,3332,21874
72196,64253,12545,5088,19812
14479,3949,50736,30833,299073
82517,12256,60839,20176,545456
4077,3937,2103,1406,3633
3405,1799,36252,10753,88967
24943,18191,33149,8890,57642
66778,35503,62184,27317,168343
71350,45909,29765,16242,71502
87800,28103,87137,28996,362825
4081,1853,40599,2126,94097
91066,24455,82633,36170,442401
66786,59081,16383,7889,27437
25611,4900,58187,50838,569845
7562,3033,91501,20611,279523
25199,22645,47250,12937,66976
55840,4553,71799,15289,1068086
782,229,91742,41863,456240
21243,8107,7816,6959,38715
34627,16797,94948,92279,385969
96021,74584,9569,2470,15499
56295,16432,93431,23770,401523
51124,21321,85757,76003,387872
33298,17245,38221,11571,96143
21043,10628,8090,4087,24110
69130,15599,1879,1009,12799
13445,8157,86000,78493,271130
32949,32309,72005,57844,132421
84495,68429,14083,1104,18753
3551,3225,24962,4307,32228
36100,28171,66834,14035,103631
94223,45985,61671,28448,184653
68407,43868,57425,51336,169600
5862,2369,56631,52213,269331
65039,36056,73168,68695,255897
34714,17993,49953,24146,142960
4861,3059,19627,11131,48877
68719,42330,32330,5827,61944
57357,49714,3918,2969,7946
66915,62318,81800,39047,129762
11935,10348,13361,6542,22956
82921,19745,31058,28299,249276
47077,34192,39363,12650,71614
13094,9237,83888,56431,198911
9409,3120,70702,59119,391502
36644,23875,18835,4622,36002
75698,18647,95153,17980,459267
28251,20485,42877,2000,61890
32470,31901,72375,25328,99445
42092,24975,31587,2968,58238
54065,23248,97793,74681,401102
23404,9023,13700,6501,52398
73873,41257,5612,429,10817
56517,48175,35685,31088,78336
7625,1609,41254,22135,300399
10891,3652,98007,52732,449534
53369,15607,92108,38959,448191
6985,5179,74543,1497,102557
45476,40565,98467,83975,204529
54971,37851,66048,13711,115834
68641,26436,88987,55905,376212
98048,86003,39671,26713,75682
90571,36600,81010,69501,372457
49493,17344,16701,5287,62746
27779,3288,8873,3547,104932
73761,17200,76298,55543,565391
52390,5453,77237,77138,1483166
4595,789,92648,36369,751372
14111,6559,33257,16056,106091
54783,5617,6774,5663,121299
3793,889,60611,15694,325562
41607,6464,50027,18465,440865
43389,32371,45707,29674,101039
18639,9307,14071,658,29497
4372,287,11103,6682,270926
37682,9607,79970,60717,551824
29897,22612,93893,87462,239782
86131,36295,5795,154,14118
94141,44191,98702,37461,290070
81238,3433,63074,16501,1883051
98581,25569,11555,8041,75552
97757,74402,9293,729,13168
6832,1695,47815,34198,330568
27069,5452,47785,1028,242354
39361,4666,51875,7682,502406
92147,72899,97795,48171,184506
11,5,8887,2562,25188
57613,16309,17943,6292,85613
98514,22567,40029,26494,290399
31138,16417,42695,13919,107380
88375,55927,15428,13563,45812
18499,7481,8147,2160,25487
80438,18261,22465,22331,197322
85793,32257,51654,41383,247448
86265,65624,58477,25038,109784
3371,1405,45576,15449,146416
7085,5599,21382,3885,31973
30485,1627,60497,38199,1849261
97657,89834,43393,16493,65101
46537,44521,49807,5399,57706
31391,20743,19449,18122,56857
21692,7583,53883,45685,284825
23378,15805,97727,58245,230707
41787,24905,41157,26467,113463
39626,35823,40207,5948,51055
55136,50475,86266,12765,108176
44201,16480,3039,1294,11621
29123,28656,63722,30017,95267
95920,52549,43869,5279,89712
8935,6689,99667,77499,236654
83791,14113,18345,12833,185109
24705,15152,96059,78469,284564
16901,14771,309,136,509
32011,24331,41663,17028,77216
32383,24313,12798,2105,19849
12317,11495,89558,29643,127725
77257,43011,18262,13135,56396
23456,5745,17661,15277,134481
24523,12460,37167,6475,85893
70788,34213,43459,31464,155019
60011,1872,2038,557,83188
69835,44048,31690,31513,100204
23501,17002,9574,8577,25089
35686,34257,601,335,975
95131,33962,93321,67183,449588
21963,19214,10972,8975,22801
92419,4573,13616,9605,469290
84529,5488,86817,8257,1464379
38928,17477,23883,18863,95212
60322,6071,20060,12863,327125
68532,57611,88652,23135,132978
4853,3024,23829,2309,41947
73355,45478,93702,66109,257772
808,807,24978,19675,44708
22936,3881,14964,3847,111170
70947,23558,58660,26693,257048
9603,2308,4827,50,20292
82123,79867,31955,2752,35687
12179,6571,94161,64004,293151
37772,23713,5789,2769,13632
79716,38123,20847,9007,62425
50006,26811,49507,5772,103102
61517,32167,82471,10796,178366
91807,66685,9714,1069,14845
48041,3903,18412,8623,332767
26257,6096,9493,659,43727
30420,10889,14046,13573,77158
35216,28461,56013,51122,132563
18423,16300,80149,25011,118857
76458,5813,96773,25296,1605565
5687,1849,63161,27455,278709
59713,28328,81908,78385,337884
34715,27832,11356,4813,20168
16429,6310,98444,89525,489405
50649,34850,76691,21988,143415
10227,4453,85867,25397,255535
97851,1921,87935,2528,4607962
23155,16141,67463,14395,117429
91391,10006,33615,32419,603129
55590,47461,33268,14083,55462
21941,1975,38413,6485,498789
32698,32331,18842,7843,26988
11391,10265,14708,13673,31494
55672,15353,40524,37669,283538
48383,17580,66857,44386,306159
28097,13325,2045,504,5375
86554,66063,67548,21815,117081
71248,60471,86153,41868,150836
66021,63206,75962,4813,84373
41074,11283,46191,40799,316674
13714,8835,33515,6289,61786
21346,2969,73087,73004,1050340
61945,39924,9542,1071,16467
44661,34498,13888,3865,22983
19393,11108,48239,16300,112676
74141,42597,41542,9253,88410
77482,18959,42195,41318,341303
97841,59664,69889,28061,160625
52925,5129,30469,22693,548566
7919,2490,19825,9496,93250
39075,31991,53642,20447,90495
46196,36353,32245,26483,74629
90478,5751,41089,13961,866078
99315,96724,89234,82845,176689
60425,16449,70702,34463,386321
25831,9978,4987,2008,18109
18857,4195,80781,3547,379064
66474,58477,11581,504,13737
78426,37777,98419,96440,404532
59298,31831,14046,4093,33791
60692,51887,5577,3709,10862
22693,21501,38956,33671,76653
80539,6616,63400,49691,1376698
13450,10891,63808,3897,83613
11014,7609,95691,57628,221929
29416,15741,98913,60275,297482
78269,39328,78473,46936,249584
51179,9556,50029,31870,438625
26231,11314,84295,41809,292367
33066,26045,96907,35221,167746
57677,22800,62407,22720,215345
31737,15371,50054,29045,163319
39318,37409,87268,63603,158570
60769,59869,72348,49481,123660
14086,5859,17173,5973,55647
32876,11731,15227,1074,45683
78257,2990,56237,1496,1511040
66203,51819,4295,1458,7350
8062,2673,83461,58875,429298
19111,19037,82550,58543,141641
29006,9083,24495,4567,92808
7506,5305,52016,50225,144660
6933,4445,98415,70243,263061
90281,78905,35969,20061,64108
12793,7330,91956,90041,317638
9929,447,19277,6413,570639
34620,21517,86183,45014,211091
82885,71636,92695,55131,171039
14543,14063,96901,93854,197266
68862,30013,17575,3046,47313
45815,14626,73389,72479,456922
5524,4901,50963,5965,64165
64817,21400,89973,88747,541313
69485,38478,68287,13084,146943
8,7,98870,44661,164036
19596,16235,68359,59354,154152
37021,29871,85259,15955,125441
49667,14338,4592,2621,24986
77917,27158,94499,78530,496425
67753,51383,60357,4963,86131
30413,3376,43691,12795,508859
60916,13753,54357,38174,409846
62278,33301,55765,39761,178649
5578,1889,5401,4546,29372
24949,16456,20809,20539,62688
963,821,2691,604,3865
97606,75439,62878,38047,130581
95889,65944,58173,52160,160435
7264,2863,88949,77375,421997
92254,6855,53901,6590,814083
92617,75695,29653,11281,50085
17060,1383,74875,58814,1649121
61444,55559,36322,2397,42820
91744,54733,94235,91451,311249
48314,42961,60745,14429,84540
66763,52652,45829,19695,83085
42749,6850,60133,7635,422921
86081,71440,65572,1847,81236
82256,1765,99296,72191,7991974
11895,194,69070,63801,8146910
63598,57609,2213,2147,4814
78104,20877,72095,12612,316902
54159,5650,64390,59389,1186503
85235,50943,88894,70289,266336
43825,38353,4402,571,5683
59147,20035,65189,62308,376394
39527,34170,97399,15806,130952
90125,77683,26982,2789,34539
42785,42682,64,17,82
85437,20414,87437,80970,704819
73640,19769,7662,3983,43378
70906,27339,95027,23189,306603
82374,3397,36685,33106,1692365
35558,6281,12325,6042,103979
73138,23901,78033,36767,351293
17134,3587,22171,21263,207471
29493,7918,17185,6073,86631
42865,2887,85172,2043,1294933
17426,15469,353,81,489
32099,19770,30077,20065,81411
18056,14473,60115,14292,92828
52700,28533,31419,9053,74751
80901,33413,28459,8444,89351
1751,1704,95564,70765,170916
88912,19929,44484,27571,321469
83029,78599,13546,12489,27502
14443,11383,60504,27305,111414
